Timestamp,Account,Side,Item,Quantity,Paid/Received,Tax,Price ea.,Part of Flip
2025-07-01T19:01:27Z,Big Timby,SELL,Soul rune,1418,631010,12762,445,YES
2025-07-01T19:00:35Z,Big Timby,SELL,Soul rune,8760,3898200,78840,445,YES
2025-07-01T18:59:30Z,Big Timby,SELL,Soul rune,184,81880,1656,445,YES
2025-07-01T18:59:15Z,Big Timby,SELL,Soul rune,5001,2225445,45009,445,YES
2025-07-01T18:58:31Z,Big Timby,SELL,Soul rune,1500,667500,13500,445,YES
2025-07-01T18:58:13Z,Big Timby,SELL,Soul rune,520,231400,4680,445,YES
2025-07-01T18:57:51Z,Big Timby,SELL,Soul rune,40,17800,360,445,YES
2025-07-01T18:57:19Z,Big Timby,SELL,Soul rune,7577,3371765,68193,445,YES
2025-07-01T18:16:02Z,Big Timby,BUY,Snapdragon seed,6,344412,0,57402,YES
2025-07-01T18:16:01Z,Big Timby,BUY,Snapdragon seed,14,803628,0,57402,YES
2025-07-01T18:16:00Z,Big Timby,BUY,Snapdragon seed,1,57402,0,57402,YES
2025-07-01T18:15:59Z,Big Timby,BUY,Snapdragon seed,1,57402,0,57402,YES
2025-07-01T18:15:56Z,Big Timby,BUY,Snapdragon seed,7,401814,0,57402,YES
2025-07-01T18:15:54Z,Big Timby,BUY,Snapdragon seed,8,459216,0,57402,YES
2025-07-01T18:15:52Z,Big Timby,BUY,Snapdragon seed,2,114804,0,57402,YES
2025-07-01T18:15:17Z,Big Timby,BUY,Snapdragon seed,6,344412,0,57402,YES
2025-07-01T18:15:13Z,Big Timby,BUY,Snapdragon seed,18,1033236,0,57402,YES
2025-07-01T18:09:38Z,Big Timby,BUY,Amulet of avarice,2,700988,0,350494,YES
2025-07-01T18:08:18Z,Big Timby,SELL,Steel bar,7639,4491732,91668,588,YES
2025-07-01T18:08:06Z,Big Timby,SELL,Steel bar,100,58800,1200,588,YES
2025-07-01T18:08:02Z,Big Timby,SELL,Steel bar,261,153468,3132,588,YES
2025-07-01T18:07:08Z,Big Timby,BUY,Snapdragon seed,1,57402,0,57402,YES
2025-07-01T18:07:04Z,Big Timby,BUY,Snapdragon seed,14,803628,0,57402,YES
2025-07-01T18:07:01Z,Big Timby,BUY,Snapdragon seed,10,574020,0,57402,YES
2025-07-01T18:06:55Z,Big Timby,BUY,Snapdragon seed,7,401814,0,57402,YES
2025-07-01T18:06:55Z,Big Timby,BUY,Snapdragon seed,7,401814,0,57402,YES
2025-07-01T18:06:54Z,Big Timby,BUY,Snapdragon seed,5,287010,0,57402,YES
2025-07-01T18:06:35Z,Big Timby,BUY,Snapdragon seed,2,114804,0,57402,YES
2025-07-01T18:06:33Z,Big Timby,SELL,Steel bar,2000,1176000,24000,588,YES
2025-07-01T18:06:27Z,Big Timby,BUY,Snapdragon seed,1,57402,0,57402,YES
2025-07-01T18:06:17Z,Big Timby,BUY,Snapdragon seed,2,114804,0,57402,YES
2025-07-01T18:06:02Z,Big Timby,BUY,Snapdragon seed,2,114804,0,57402,YES
2025-07-01T18:06:02Z,Big Timby,BUY,Snapdragon seed,4,229608,0,57402,YES
2025-07-01T18:06:01Z,Big Timby,BUY,Snapdragon seed,51,2927502,0,57402,YES
2025-07-01T17:58:38Z,Big Timby,BUY,Amulet of avarice,1,350494,0,350494,YES
2025-07-01T17:56:37Z,Big Timby,BUY,Amulet of avarice,1,350494,0,350494,YES
2025-07-01T17:51:32Z,Big Timby,BUY,Amulet of avarice,1,350494,0,350494,YES
2025-07-01T17:48:49Z,Big Timby,BUY,Amulet of avarice,1,350494,0,350494,YES
2025-07-01T17:48:30Z,Big Timby,BUY,Twisted buckler,1,15721561,0,15721561,YES
2025-07-01T17:46:47Z,Big Timby,BUY,Twisted buckler,1,15721561,0,15721561,YES
2025-07-01T17:01:48Z,Big Timby,BUY,Steel bar,2052,1157328,0,564,YES
2025-07-01T17:01:45Z,Big Timby,BUY,Steel bar,114,64296,0,564,YES
2025-07-01T17:01:00Z,Big Timby,BUY,Steel bar,1280,721920,0,564,YES
2025-07-01T17:00:46Z,Big Timby,BUY,Steel bar,389,219396,0,564,YES
2025-07-01T17:00:01Z,Big Timby,BUY,Steel bar,1035,583740,0,564,YES
2025-07-01T16:59:23Z,Big Timby,BUY,Steel bar,30,16920,0,564,YES
2025-07-01T16:59:21Z,Big Timby,SELL,Teak logs,827,225771,4962,273,YES
2025-07-01T16:59:18Z,Big Timby,SELL,Teak logs,1900,518700,11400,273,YES
2025-07-01T16:58:58Z,Big Timby,BUY,Steel bar,62,34968,0,564,YES
2025-07-01T16:58:46Z,Big Timby,BUY,Steel bar,540,304560,0,564,YES
2025-07-01T16:58:35Z,Big Timby,BUY,Steel bar,4321,2437044,0,564,YES
2025-07-01T16:58:22Z,Big Timby,BUY,Steel bar,177,99828,0,564,YES
2025-07-01T16:57:09Z,Big Timby,SELL,Teak logs,3223,879879,19338,273,YES
2025-07-01T16:57:09Z,Big Timby,SELL,Torstol,1,4330,87,3631,YES
2025-07-01T16:56:52Z,Big Timby,BUY,Torstol,1,4439,0,4764,YES
2025-07-01T16:56:36Z,Big Timby,SELL,Teak logs,2027,553371,12162,273,YES
2025-07-01T16:55:04Z,Big Timby,SELL,Teak logs,36,9828,216,273,YES
2025-07-01T16:54:30Z,Big Timby,SELL,Teak logs,2123,579579,12738,273,YES
2025-07-01T16:54:02Z,Big Timby,SELL,Teak logs,877,239421,5262,273,YES
2025-07-01T16:52:22Z,Big Timby,SELL,Teak logs,1348,368004,8088,273,YES
2025-07-01T16:44:55Z,Big Timby,SELL,Steel ring,1,324240,6485,324240,YES
2025-07-01T16:35:14Z,Big Timby,SELL,Teak logs,1,277,6,277,YES
2025-07-01T16:34:46Z,Big Timby,SELL,Teak logs,638,179278,3828,277,YES
2025-07-01T16:34:23Z,Big Timby,BUY,Teak logs,13000,3354000,0,258,YES
2025-07-01T16:24:29Z,Big Timby,BUY,Soul rune,4647,1988916,0,428,YES
2025-07-01T16:23:24Z,Big Timby,BUY,Soul rune,116,49648,0,428,YES
2025-07-01T16:23:18Z,Big Timby,BUY,Soul rune,150,64200,0,428,YES
2025-07-01T16:23:13Z,Big Timby,BUY,Soul rune,8459,3620452,0,428,YES
2025-07-01T16:23:06Z,Big Timby,BUY,Soul rune,50,21400,0,428,YES
2025-07-01T16:22:58Z,Big Timby,BUY,Soul rune,85,36380,0,428,YES
2025-07-01T16:22:56Z,Big Timby,BUY,Soul rune,300,128400,0,428,YES
2025-07-01T16:22:55Z,Big Timby,BUY,Soul rune,2629,1125212,0,428,YES
2025-07-01T16:22:52Z,Big Timby,BUY,Soul rune,105,44940,0,428,YES
2025-07-01T16:22:51Z,Big Timby,BUY,Soul rune,60,25680,0,428,YES
2025-07-01T16:22:47Z,Big Timby,BUY,Soul rune,55,23540,0,428,YES
2025-07-01T16:22:32Z,Big Timby,BUY,Soul rune,250,107000,0,428,YES
2025-07-01T16:22:28Z,Big Timby,BUY,Soul rune,1420,607760,0,428,YES
2025-07-01T16:22:02Z,Big Timby,BUY,Soul rune,52,22256,0,428,YES
2025-07-01T16:21:49Z,Big Timby,BUY,Soul rune,211,90308,0,428,YES
2025-07-01T16:21:47Z,Big Timby,BUY,Soul rune,964,412592,0,428,YES
2025-07-01T16:21:43Z,Big Timby,BUY,Soul rune,437,187036,0,428,YES
2025-07-01T16:21:34Z,Big Timby,BUY,Soul rune,100,42800,0,428,YES
2025-07-01T16:21:28Z,Big Timby,BUY,Soul rune,224,95872,0,428,YES
2025-07-01T16:21:16Z,Big Timby,BUY,Soul rune,695,297460,0,428,YES
2025-07-01T16:21:10Z,Big Timby,BUY,Soul rune,650,278200,0,428,YES
2025-07-01T16:20:59Z,Big Timby,BUY,Soul rune,3341,1429948,0,428,YES
2025-07-01T16:11:58Z,Big Timby,SELL,Ruby,19,15105,304,795,YES
2025-07-01T16:11:56Z,Big Timby,SELL,Ruby,36,28620,576,795,YES
2025-07-01T16:11:51Z,Big Timby,SELL,Ruby,16,12720,256,795,YES
2025-07-01T16:11:47Z,Big Timby,SELL,Ruby,279,221805,4464,795,YES
2025-07-01T16:11:39Z,Big Timby,SELL,Ruby,186,147870,2976,795,YES
2025-07-01T16:11:29Z,Big Timby,SELL,Ruby,28,22260,448,795,YES
2025-07-01T16:11:12Z,Big Timby,SELL,Ruby,126,100170,2016,795,YES
2025-07-01T16:11:06Z,Big Timby,SELL,Ruby,130,103350,2080,795,YES
2025-07-01T16:11:04Z,Big Timby,SELL,Ruby,250,198750,4000,795,YES
2025-07-01T16:10:55Z,Big Timby,SELL,Ruby,186,147870,2976,795,YES
2025-07-01T16:10:37Z,Big Timby,SELL,Ruby,27,21465,432,795,YES
2025-07-01T16:10:27Z,Big Timby,SELL,Ruby,101,80295,1616,795,YES
2025-07-01T16:10:12Z,Big Timby,SELL,Ruby,44,34980,704,795,YES
2025-07-01T16:10:05Z,Big Timby,SELL,Ruby,41,32595,656,795,YES
2025-07-01T16:09:50Z,Big Timby,SELL,Ruby,210,166950,3360,795,YES
2025-07-01T16:09:44Z,Big Timby,SELL,Ruby,144,114480,2304,795,YES
2025-07-01T16:09:28Z,Big Timby,SELL,Ruby,100,79500,1600,795,YES
2025-07-01T16:09:01Z,Big Timby,SELL,Ruby,35,27825,560,795,YES
2025-07-01T16:08:58Z,Big Timby,SELL,Ruby,54,42930,864,795,YES
2025-07-01T16:08:49Z,Big Timby,SELL,Ruby,225,178875,3600,795,YES
2025-07-01T16:08:43Z,Big Timby,SELL,Ruby,277,220215,4432,795,YES
2025-07-01T16:08:28Z,Big Timby,SELL,Ruby,264,209880,4224,795,YES
2025-07-01T16:08:20Z,Big Timby,SELL,Ruby,40,31800,640,795,YES
2025-07-01T16:07:47Z,Big Timby,SELL,Ruby,107,85065,1712,795,YES
2025-07-01T16:07:33Z,Big Timby,SELL,Ruby,187,148665,2992,795,YES
2025-07-01T16:07:27Z,Big Timby,SELL,Ruby,123,97785,1968,795,YES
2025-07-01T16:07:25Z,Big Timby,SELL,Ruby,179,142305,2864,795,YES
2025-07-01T16:07:14Z,Big Timby,SELL,Ruby,266,211470,4256,795,YES
2025-07-01T16:06:56Z,Big Timby,SELL,Ruby,84,66780,1344,795,YES
2025-07-01T16:06:54Z,Big Timby,SELL,Ruby,42,33390,672,795,YES
2025-07-01T16:06:48Z,Big Timby,SELL,Ruby,207,164565,3312,795,YES
2025-07-01T16:06:42Z,Big Timby,SELL,Ruby,135,107325,2160,795,YES
2025-07-01T16:06:36Z,Big Timby,SELL,Ruby,192,152640,3072,795,YES
2025-07-01T16:06:26Z,Big Timby,SELL,Ruby,35,27825,560,795,YES
2025-07-01T16:06:20Z,Big Timby,SELL,Ruby,193,153435,3088,795,YES
2025-07-01T16:06:09Z,Big Timby,SELL,Ruby,199,158205,3184,795,YES
2025-07-01T16:05:42Z,Big Timby,SELL,Ruby,127,100965,2032,795,YES
2025-07-01T16:05:11Z,Big Timby,SELL,Ruby,149,118455,2384,795,YES
2025-07-01T16:05:06Z,Big Timby,SELL,Ruby,50,39750,800,795,YES
2025-07-01T16:05:00Z,Big Timby,SELL,Ruby,153,121635,2448,795,YES
2025-07-01T16:04:44Z,Big Timby,SELL,Ruby,126,100170,2016,795,YES
2025-07-01T16:04:21Z,Big Timby,SELL,Ruby,260,206700,4160,795,YES
2025-07-01T16:04:09Z,Big Timby,SELL,Ruby,2,1590,32,795,YES
2025-07-01T16:03:42Z,Big Timby,SELL,Ruby,669,531855,10704,795,YES
2025-07-01T15:29:14Z,Big Timby,SELL,Steel ring,1,327649,6553,327649,YES
2025-07-01T15:18:19Z,Big Timby,SELL,Steel ring,1,327649,6553,327649,YES
2025-07-01T15:13:07Z,Big Timby,SELL,Steel ring,1,327649,6553,327649,YES
2025-07-01T14:59:47Z,Big Timby,SELL,Brine sabre,12,6988476,139776,582373,NO
2025-07-01T14:59:47Z,Big Timby,SELL,Super restore(4),2930,45971700,920020,15690,NO
2025-07-01T14:23:35Z,Big Timby,SELL,Brine sabre,2,1164746,23296,582373,NO
2025-07-01T14:14:21Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,NO
2025-07-01T14:12:45Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,NO
2025-07-01T14:09:43Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T14:09:26Z,Big Timby,SELL,Super restore(4),403,6323070,126542,15690,NO
2025-07-01T14:09:25Z,Big Timby,SELL,Super restore(4),6,94140,1884,15690,NO
2025-07-01T14:09:23Z,Big Timby,SELL,Super restore(4),200,3138000,62800,15690,NO
2025-07-01T14:09:21Z,Big Timby,SELL,Super restore(4),5,78450,1570,15690,NO
2025-07-01T14:09:16Z,Big Timby,SELL,Super restore(4),47,737430,14758,15690,NO
2025-07-01T14:07:24Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T14:05:59Z,Big Timby,SELL,Super restore(4),30,470700,9420,15690,NO
2025-07-01T14:05:56Z,Big Timby,SELL,Super restore(4),4,62760,1256,15690,NO
2025-07-01T14:05:55Z,Big Timby,SELL,Super restore(4),7,109830,2198,15690,NO
2025-07-01T14:05:49Z,Big Timby,SELL,Super restore(4),10,156900,3140,15690,NO
2025-07-01T14:05:40Z,Big Timby,SELL,Super restore(4),63,988470,19782,15690,NO
2025-07-01T14:05:36Z,Big Timby,SELL,Super restore(4),73,1145370,22922,15690,NO
2025-07-01T14:05:30Z,Big Timby,SELL,Super restore(4),176,2761440,55264,15690,NO
2025-07-01T14:05:29Z,Big Timby,SELL,Super restore(4),81,1270890,25434,15690,NO
2025-07-01T14:05:27Z,Big Timby,SELL,Super restore(4),5,78450,1570,15690,NO
2025-07-01T14:05:14Z,Big Timby,SELL,Super restore(4),11,172590,3454,15690,NO
2025-07-01T14:05:14Z,Big Timby,SELL,Super restore(4),8,125520,2512,15690,NO
2025-07-01T14:05:09Z,Big Timby,SELL,Super restore(4),10,156900,3140,15690,NO
2025-07-01T14:05:04Z,Big Timby,SELL,Super restore(4),20,313800,6280,15690,NO
2025-07-01T14:05:03Z,Big Timby,SELL,Super restore(4),43,674670,13502,15690,NO
2025-07-01T14:05:02Z,Big Timby,SELL,Super restore(4),12,188280,3768,15690,NO
2025-07-01T14:05:02Z,Big Timby,SELL,Super restore(4),10,156900,3140,15690,NO
2025-07-01T14:04:59Z,Big Timby,SELL,Super restore(4),10,156900,3140,15690,NO
2025-07-01T14:04:59Z,Big Timby,SELL,Super restore(4),160,2510400,50240,15690,NO
2025-07-01T14:04:47Z,Big Timby,SELL,Super restore(4),100,1569000,31400,15690,NO
2025-07-01T14:04:35Z,Big Timby,SELL,Super restore(4),5,78450,1570,15690,NO
2025-07-01T14:04:35Z,Big Timby,SELL,Super restore(4),2,31380,628,15690,NO
2025-07-01T14:04:33Z,Big Timby,SELL,Super restore(4),200,3138000,62800,15690,NO
2025-07-01T14:04:32Z,Big Timby,SELL,Super restore(4),103,1616070,32342,15690,NO
2025-07-01T14:04:30Z,Big Timby,SELL,Super restore(4),1,15690,314,15690,NO
2025-07-01T14:04:24Z,Big Timby,SELL,Super restore(4),770,12081300,241780,15690,NO
2025-07-01T14:04:24Z,Big Timby,SELL,Super restore(4),2,31380,628,15690,NO
2025-07-01T14:01:24Z,Big Timby,SELL,Super restore(4),29,455010,9106,15690,NO
2025-07-01T14:01:22Z,Big Timby,SELL,Super restore(4),4,62760,1256,15690,NO
2025-07-01T14:01:19Z,Big Timby,SELL,Super restore(4),6,94140,1884,15690,NO
2025-07-01T14:01:09Z,Big Timby,SELL,Super restore(4),309,4848210,97026,15690,NO
2025-07-01T14:01:08Z,Big Timby,SELL,Super restore(4),5,78450,1570,15690,NO
2025-07-01T14:00:54Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T13:57:10Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T13:56:32Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T13:55:23Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T13:54:05Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T13:48:27Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T12:50:08Z,Big Timby,BUY,Steel ring,3,840153,0,280051,YES
2025-07-01T12:47:29Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,NO
2025-07-01T12:46:47Z,Big Timby,BUY,Steel ring,1,280051,0,280051,YES
2025-07-01T12:46:47Z,Big Timby,SELL,Robin hood hat,8,11054424,221096,1381803,NO
2025-07-01T12:46:47Z,Big Timby,SELL,Blood rune,6883,1762048,41298,256,YES
2025-07-01T12:46:47Z,Big Timby,SELL,Blood rune,18117,4637952,108702,256,YES
2025-07-01T12:40:45Z,Big Timby,SELL,Blood rune,828,211968,4968,256,YES
2025-07-01T12:40:22Z,Big Timby,SELL,Blood rune,1016,260096,6096,256,YES
2025-07-01T12:40:12Z,Big Timby,SELL,Blood rune,1538,393728,9228,256,YES
2025-07-01T12:39:47Z,Big Timby,SELL,Blood rune,561,143616,3366,256,YES
2025-07-01T12:39:17Z,Big Timby,SELL,Blood rune,1296,331776,7776,256,YES
2025-07-01T12:38:42Z,Big Timby,SELL,Blood rune,744,190464,4464,256,YES
2025-07-01T12:38:21Z,Big Timby,SELL,Blood rune,900,230400,5400,256,YES
2025-07-01T12:35:53Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,NO
2025-07-01T12:28:02Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,NO
2025-07-01T12:26:40Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,YES
2025-07-01T12:25:14Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,YES
2025-07-01T12:23:21Z,Big Timby,SELL,Robin hood hat,3,4145409,82911,1381803,YES
2025-07-01T12:21:59Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,YES
2025-07-01T12:20:17Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T12:20:17Z,Big Timby,SELL,Robin hood hat,2,2763606,55274,1381803,YES
2025-07-01T12:01:31Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,YES
2025-07-01T11:59:46Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,YES
2025-07-01T11:58:17Z,Big Timby,SELL,Brine sabre,3,1747119,34944,582373,YES
2025-07-01T11:58:17Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T11:58:17Z,Big Timby,SELL,Runite bolts,1276,113564,2552,89,YES
2025-07-01T11:58:17Z,Big Timby,SELL,Runite bolts,20724,1844436,41448,89,YES
2025-07-01T11:58:17Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,YES
2025-07-01T11:22:19Z,Big Timby,SELL,Robin hood hat,1,1381803,27637,1381803,YES
2025-07-01T11:22:10Z,Big Timby,SELL,Runite bolts,625,55625,1250,89,YES
2025-07-01T11:21:22Z,Big Timby,SELL,Runite bolts,200,17800,400,89,YES
2025-07-01T11:21:07Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T11:20:18Z,Big Timby,SELL,Runite bolts,400,35600,800,89,YES
2025-07-01T11:19:49Z,Big Timby,BUY,Blood rune,2367,579915,0,245,YES
2025-07-01T11:19:49Z,Big Timby,BUY,Blood rune,455,111475,0,245,YES
2025-07-01T11:19:48Z,Big Timby,SELL,Runite bolts,51,4539,102,89,YES
2025-07-01T11:19:40Z,Big Timby,BUY,Blood rune,1181,289345,0,245,YES
2025-07-01T11:19:36Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T11:19:33Z,Big Timby,BUY,Blood rune,1715,420175,0,245,YES
2025-07-01T11:19:27Z,Big Timby,BUY,Blood rune,647,158515,0,245,YES
2025-07-01T11:19:22Z,Big Timby,BUY,Blood rune,184,45080,0,245,YES
2025-07-01T11:19:11Z,Big Timby,BUY,Blood rune,625,153125,0,245,YES
2025-07-01T11:19:10Z,Big Timby,BUY,Blood rune,1655,405475,0,245,YES
2025-07-01T11:19:09Z,Big Timby,BUY,Blood rune,66,16170,0,245,YES
2025-07-01T11:19:01Z,Big Timby,BUY,Blood rune,100,24500,0,245,YES
2025-07-01T11:19:01Z,Big Timby,BUY,Blood rune,1220,298900,0,245,YES
2025-07-01T11:18:46Z,Big Timby,BUY,Blood rune,312,76440,0,245,YES
2025-07-01T11:18:44Z,Big Timby,BUY,Blood rune,1062,260190,0,245,YES
2025-07-01T11:18:42Z,Big Timby,BUY,Blood rune,621,152145,0,245,YES
2025-07-01T11:18:40Z,Big Timby,BUY,Blood rune,5046,1236270,0,245,YES
2025-07-01T11:18:39Z,Big Timby,BUY,Blood rune,1082,265090,0,245,YES
2025-07-01T11:18:37Z,Big Timby,BUY,Blood rune,540,132300,0,245,YES
2025-07-01T11:18:28Z,Big Timby,BUY,Blood rune,185,45325,0,245,YES
2025-07-01T11:18:25Z,Big Timby,BUY,Blood rune,1406,344470,0,245,YES
2025-07-01T11:18:25Z,Big Timby,BUY,Blood rune,1525,373625,0,245,YES
2025-07-01T11:18:22Z,Big Timby,BUY,Blood rune,792,194040,0,245,YES
2025-07-01T11:18:21Z,Big Timby,BUY,Blood rune,560,137200,0,245,YES
2025-07-01T11:18:15Z,Big Timby,BUY,Blood rune,1654,405230,0,245,YES
2025-07-01T11:17:12Z,Big Timby,SELL,Brine sabre,1,582373,11648,582373,YES
2025-07-01T11:16:09Z,Big Timby,SELL,Dragon harpoon,5,11583515,231675,2316703,YES
2025-07-01T11:16:09Z,Big Timby,SELL,Zulrah's scales,30000,8010000,180000,267,YES
2025-07-01T11:16:09Z,Big Timby,BUY,Brine sabre,16,8789984,0,549374,YES
2025-07-01T11:16:09Z,Big Timby,BUY,Runite bolts,11000,858000,0,78,YES
2025-07-01T11:16:09Z,Big Timby,BUY,Runite bolts,11000,858000,0,78,YES
2025-07-01T11:16:09Z,Big Timby,BUY,Ruby,6303,4891128,0,776,YES
2025-07-01T02:50:48Z,Big Timby,BUY,Runite bolts,8900,694200,0,78,YES
2025-07-01T02:50:46Z,Big Timby,BUY,Runite bolts,12,936,0,78,YES
2025-07-01T02:50:44Z,Big Timby,BUY,Runite bolts,1656,129168,0,78,YES
2025-07-01T02:50:44Z,Big Timby,BUY,Runite bolts,30,2340,0,78,YES
2025-07-01T02:50:40Z,Big Timby,BUY,Runite bolts,222,17316,0,78,YES
2025-07-01T02:50:17Z,Big Timby,BUY,Runite bolts,90,7020,0,78,YES
2025-07-01T02:50:16Z,Big Timby,BUY,Runite bolts,30,2340,0,78,YES
2025-07-01T02:50:05Z,Big Timby,BUY,Runite bolts,60,4680,0,78,YES
2025-07-01T02:48:55Z,Big Timby,BUY,Molten glass,13000,923000,0,76,YES
2025-07-01T02:01:26Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:57:16Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:55:20Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:53:03Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:52:40Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:52:24Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:51:17Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:48:47Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:44:00Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:42:25Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:41:04Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:32:53Z,Big Timby,BUY,Red spiders' eggs,162,50382,0,311,YES
2025-07-01T01:32:38Z,Big Timby,BUY,Red spiders' eggs,9560,2973160,0,311,YES
2025-07-01T01:32:37Z,Big Timby,BUY,Red spiders' eggs,366,113826,0,311,YES
2025-07-01T01:32:30Z,Big Timby,BUY,Red spiders' eggs,40,12440,0,311,YES
2025-07-01T01:32:27Z,Big Timby,BUY,Red spiders' eggs,330,102630,0,311,YES
2025-07-01T01:32:24Z,Big Timby,BUY,Red spiders' eggs,464,144304,0,311,YES
2025-07-01T01:31:58Z,Big Timby,BUY,Red spiders' eggs,78,24258,0,311,YES
2025-07-01T01:31:09Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T01:28:34Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,NO
2025-07-01T00:58:49Z,Big Timby,SELL,Obsidian helmet,6,3875742,77520,645957,YES
2025-07-01T00:56:45Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,YES
2025-07-01T00:47:57Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,YES
2025-07-01T00:47:17Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,YES
2025-07-01T00:46:00Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,YES
2025-07-01T00:45:13Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,YES
2025-07-01T00:43:49Z,Big Timby,SELL,Obsidian helmet,1,645957,12920,645957,YES
2025-07-01T00:01:06Z,Big Timby,BUY,Zulrah's scales,18008,4592040,0,255,YES
2025-07-01T00:00:50Z,Big Timby,BUY,Zulrah's scales,11992,3057960,0,255,YES
2025-06-30T23:48:11Z,Big Timby,BUY,Soulflame horn,1,6000000,0,6000000,YES
2025-06-30T23:48:11Z,Big Timby,BUY,Dragon harpoon,5,11123900,0,2224780,YES
2025-06-30T23:48:11Z,Big Timby,SELL,Occult ornament kit,4,16037320,320748,4009330,NO
2025-06-30T23:48:11Z,Big Timby,SELL,Adamant dart tip,20000,3980000,80000,199,NO
2025-06-30T23:29:49Z,Big Timby,BUY,Dragon harpoon,1,2224780,0,2224780,YES
2025-06-30T23:26:57Z,Big Timby,BUY,Dragon harpoon,1,2224780,0,2224780,YES
2025-06-30T23:26:36Z,Big Timby,BUY,Soulflame horn,1,6000000,0,6000000,YES
2025-06-30T23:25:49Z,Big Timby,BUY,Dragon harpoon,1,2224780,0,2224780,YES
2025-06-30T23:24:01Z,Big Timby,BUY,Dragon harpoon,1,2224780,0,2224780,YES
2025-06-30T23:05:02Z,Big Timby,BUY,Dragon harpoon,1,2224780,0,2224780,YES
2025-06-30T22:35:03Z,Big Timby,SELL,Occult ornament kit,1,4009330,80187,4009330,YES
2025-06-30T22:33:01Z,Big Timby,SELL,Adamant dart tip,4766,948434,19064,199,YES
2025-06-30T22:33:01Z,Big Timby,SELL,Adamant dart tip,4097,815303,16388,199,YES
2025-06-30T22:17:04Z,Big Timby,SELL,Adamant dart tip,10000,1990000,40000,199,YES
2025-06-30T22:14:50Z,Big Timby,SELL,Adamant dart tip,1137,226263,4548,199,YES
2025-06-30T22:06:10Z,Big Timby,SELL,Occult ornament kit,1,4009330,80187,4009330,YES
2025-06-30T21:00:17Z,Big Timby,BUY,Adamant dart tip,1090,203830,0,187,YES
2025-06-30T20:57:49Z,Big Timby,BUY,Adamant dart tip,7340,1372580,0,187,YES
2025-06-30T20:53:38Z,Big Timby,BUY,Adamant dart tip,10000,1870000,0,187,YES
2025-06-30T20:53:34Z,Big Timby,BUY,Adamant dart tip,350,65450,0,187,YES
2025-06-30T20:47:52Z,Big Timby,BUY,Prayer regeneration potion(4),20,1440000,0,73928,YES
